id,y
667,1
669,1
670,0
671,0
672,1
678,1
680,1
681,1
682,1
683,1
686,2
689,2
690,1
691,1
693,2
694,1
695,0
696,2
697,1
698,1
699,1
700,0
701,1
702,1
704,1
705,1
707,1
708,2
710,2
711,0
713,1
714,2
716,0
717,1
718,0
719,2
721,1
722,2
723,1
725,2
726,1
727,2
728,1
729,1
731,2
733,0
734,1
737,1
738,1
740,1
741,0
743,1
747,1
749,1
750,1
751,1
753,0
754,0
755,1
756,1
757,0
761,1
763,1
764,1
768,0
772,1
773,1
774,1
775,1
776,2
778,1
779,0
781,0
782,1
783,1
785,0
787,1
789,1
790,1
791,1
792,1
795,2
796,1
798,1
799,1
802,2
803,1
806,1
807,1
809,0
810,1
811,1
812,1
814,1
815,1
816,1
819,1
820,0
821,1
828,1
829,0
831,1
832,1
834,1
835,2
836,1
837,0
838,2
839,0
840,2
841,1
842,1
843,1
844,1
845,1
846,1
847,0
848,1
849,1
853,2
857,0
858,2
859,1
862,2
863,1
864,2
866,1
867,1
868,1
869,2
870,0
871,2
872,0
874,1
875,0
876,1
879,1
881,1
882,0
883,1
884,0
885,0
887,1
888,1
889,1
890,1
891,1
893,1
894,1
896,1
898,1
899,1
900,2
901,1
902,1
904,0
905,1
906,2
907,1
909,1
911,1
912,1
913,1
914,2
915,1
920,1
922,2
924,1
926,2
932,2
934,1
935,1
936,1
937,1
939,2
941,2
943,0
944,1
945,1
946,2
947,2
948,0
949,1
950,1
952,2
953,1
954,2
955,2
957,1
958,0
959,1
962,1
963,1
964,0
965,1
966,2
968,0
969,2
970,1
974,1
975,1
976,0
977,1
978,0
979,1
980,1
982,1
983,1
985,1
986,2
989,1
990,2
992,1
993,2
995,1
996,1
997,1
999,2
1000,0
1002,1
1003,1
1004,1
1007,1
1010,1
1012,1
1013,0
1016,0
1020,1
1022,0
1025,1
1026,0
1029,1
1030,1
1033,1
1036,1
1042,1
1043,1
1044,1
1046,2
1049,2
1050,1
1053,2
1054,1
1055,1
1056,1
1057,0
1059,0
1060,1
1061,2
1062,0
1063,1
1068,2
1070,0
1071,1
1072,2
1073,2
1074,2
1075,0
1076,1
1077,1
1078,2
1079,1
1080,0
1082,2
1083,1
1084,2
1087,1
1088,1
1091,1
1092,0
1093,1
1095,0
1096,1
1097,1
1098,1
1099,1
1100,1
1101,0
1102,0
1103,1
1104,2
1105,1
1106,1
1107,1
1108,0
1110,1
1111,1
1115,2
1118,1
1120,1
1122,2
1124,1
1126,1
1128,1
1129,1
1130,0
1131,0
1132,2
1133,1
1134,1
1135,1
1136,0
1137,1
1138,2
1139,1
1141,1
1143,2
1145,1
1146,1
1149,1
1151,1
1152,2
1153,2
1154,1
1155,0
1156,1
1160,1
1161,0
1162,0
1164,0
1166,1
1167,0
1168,0
1169,1
1170,1
1171,1
1172,2
1173,1
1174,0
1175,2
1176,1
1177,1
1178,0
1181,1
1182,2
1183,1
1187,1
1188,1
1191,0
1197,0
1199,1
1201,1
1202,0
1203,2
1204,1
1208,1
1209,0
1211,1
1212,1
1213,1
1214,0
1215,1
1217,1
1218,2
1219,0
1220,1
1221,1
1225,0
1227,1
1228,1
1229,2
1230,1
1232,0
1233,1
1234,1
1235,1
1237,0
1238,0
1239,1
1240,2
1241,1
1242,0
1245,1
1246,1
1248,2
1249,1
1250,1
1251,1
1252,2
1253,1
1254,0
1255,1
1257,0
1258,1
1260,1
1264,1
1268,0
1270,1
1272,0
1275,0
1276,2
1277,1
1278,1
1279,1
1281,1
1283,0
1286,2
1291,1
1292,0
1293,1
1294,1
1296,1
1297,0
1298,1
1299,1
1300,0
1302,2
1304,1
1305,1
1306,1
1307,1
1308,1
1309,0
1311,1
1312,0
1313,1
1314,1
1315,1
1316,1
1317,0
1319,0
1321,1
1323,1
1324,0
1325,2
1326,2
1327,1
1328,1
1329,1
1330,1
1331,1
1332,1
1333,1
1335,1
1337,2
1338,2
1339,1
1341,0
1344,1
1345,0
1348,1
1350,2
1353,2
1356,1
1359,1
1360,0
1362,1
1363,1
1364,1
1365,0
1366,1
1367,1
1368,0
1369,1
1372,1
1373,2
1375,0
1376,1
1379,2
1380,1
1381,2
1382,1
1383,1
1384,0
1385,1
1387,1
1389,1
1390,0
1391,1
1392,1
1393,1
1399,1
1400,1
1402,1
1403,1
1404,0
1405,0
1406,1
1407,1
1408,1
1409,1
1410,1
1411,0
1412,1
1413,1
1414,2
1415,1
1416,1
1418,1
1420,1
1424,1
1425,1
1426,1
1427,1
1428,0
1430,0
1431,1
1432,1
1433,1
1434,0
1435,2
1438,1
1440,1
1444,1
1445,0
1446,1
1447,1
1449,2
1450,2
1451,1
1452,1
1453,2
1455,0
1457,0
1458,2
1459,2
1460,1
1461,1
1463,1
1466,2
1468,2
1469,2
1470,1
1471,1
1472,1
1473,1
1474,1
1476,2
1477,2
1478,2
1479,1
1480,1
1484,1
1485,2
1486,2
1487,1
1490,1
1492,1
1493,1
1494,1
1504,0
1505,1
1510,1
1511,0
1514,1
1515,1
1516,1
1518,1
1519,0
1520,1
1522,1
1523,1
1524,1
1525,1
1527,1
1533,1
1534,1
1535,0
1537,1
1538,2
1539,0
1542,1
1543,2
1544,2
1547,0
1548,1
1549,2
1550,0
1552,2
1560,0
1561,0
1562,1
1564,1
1567,1
1568,2
1569,1
1570,2
1571,0
1572,0
1573,0
1575,0
1577,1
1578,1
1579,2
1580,1
1584,1
1585,1
1588,2
1589,1
1590,0
1591,1
1593,0
1594,1
1595,1
1597,0
1598,0
1600,1
1601,1
1602,1
1603,1
1605,2
1606,1
1611,1
1612,1
1613,1
1614,1
1619,0
1621,1
1622,0
1627,2
1628,1
1629,1
1630,1
1631,1
1632,1
1636,0
1638,2
1640,1
1641,1
1643,1
1644,1
1645,1
1646,1
1649,1
1657,0
1658,1
1659,1
1660,1
1661,1
1662,1
1663,2
1664,0
1666,1
1667,1
1669,1
1670,1
1672,2
1673,2
1674,0
1675,1
1677,1
1678,1
1679,2
1680,1
1681,0
1682,2
1683,0
1684,1
1686,1
1687,0
1691,2
1695,1
1697,1
1698,0
1699,2
1702,2
1703,1
1704,1
1705,1
1706,2
1707,0
1710,1
1712,1
1713,1
1714,1
1715,1
1717,1
1719,1
1720,1
1721,0
1722,0
1724,2
1725,1
1726,2
1727,1
1729,1
1730,2
1732,0
1733,1
1735,1
1736,1
1737,2
1738,2
1741,1
1742,1
1743,1
1745,1
1746,1
1748,2
1749,1
1750,1
1751,2
1752,1
1753,0
1754,1
1755,1
1756,1
1757,1
1759,0
1763,2
1765,0
1767,0
1768,0
1773,1
1774,1
1775,1
1776,2
1778,2
1779,1
1780,0
1782,1
1783,1
1784,1
1786,2
1790,1
1791,2
1793,1
1796,2
1797,1
1799,1
1800,1
1801,1
1802,1
1803,1
1806,1
1807,1
1809,0
1810,1
1812,1
1813,0
1815,1
1816,2
1817,1
1818,1
1819,1
1821,1
1824,1
1828,1
1829,1
1830,1
1831,1
1833,1
1838,2
1839,0
1840,1
1841,1
1842,0
1843,0
1846,1
1848,1
1849,1
1851,1
1852,2
1856,2
1858,2
1860,1
1863,1
1864,1
1866,1
1867,2
1868,1
1869,1
1870,1
1871,1
1872,1
1875,1
1879,2
1880,2
1881,1
1882,1
1883,0
1889,0
1890,1
1892,2
1893,0
1896,1
1897,1
1898,0
1899,2
1900,0
1902,2
1903,0
1904,1
1905,2
1906,1
1909,2
1910,1
1913,2
1915,1
1916,1
1918,0
1919,0
1920,1
1921,1
1922,1
1923,1
1924,0
1925,1
1926,2
1927,2
1931,1
1932,1
1933,1
1935,1
1937,2
1938,1
1939,1
1943,1
1944,1
1945,1
1946,1
1947,1
1948,1
1950,1
1951,1
1952,0
1953,1
1954,0
1956,1
1957,2
1959,2
1960,1
1961,2
1962,1
1964,2
1965,2
1966,0
1969,1
1970,2
1972,2
1974,1
1975,2
1976,1
1977,1
1978,0
1979,1
1981,0
1982,1
1985,1
1986,1
1988,1
1989,0
1992,1
1993,1
1994,0
1995,0
1996,1
1997,1
1998,1
1999,2
2002,1
2004,1
2005,1
2007,0
2009,1
2010,1
2011,0
2014,0
2015,1
2016,1
2017,1
2018,1
2020,1
2021,1
2022,2
2025,1
2026,1
2027,1
2029,0
2030,0
2032,1
2033,1
2034,2
2035,1
2038,1
2040,1
2042,2
2043,1
2044,0
2045,1
2046,1
2048,1
2049,1
2050,2
2053,1
2054,2
2055,1
2056,1
2058,2
2060,1
2061,1
2062,2
2064,1
2065,1
2067,1
2069,0
2070,1
2071,0
2072,0
2073,1
2074,2
2075,1
2076,0
2077,0
2080,1
2081,0
2084,1
2085,2
2089,1
2090,1
2091,1
2095,0
2096,0
2099,1
2102,1
2103,2
2104,1
2105,0
2106,0
2107,0
2108,2
2109,1
2110,2
2111,1
2113,0
2114,2
2115,1
2117,1
2121,1
2123,1
2124,0
2125,2
2126,1
2127,2
2128,2
2129,1
2130,2
2132,1
2133,1
2134,1
2135,1
2136,1
2138,1
2139,1
2144,1
2148,1
2149,0
2150,1
2151,2
2154,1
2157,1
2158,2
2159,1
2160,1
2162,1
2166,2
2168,0
2169,2
2171,1
2172,1
2174,1
2177,1
2178,0
2179,1
2180,1
2181,2
2183,2
2184,1
2185,1
2186,1
2187,2
2188,1
2191,1
2193,1
2194,1
2195,0
2196,1
2197,0
2199,1
2202,2
2203,1
2205,1
2206,1
2207,1
2208,1
2209,2
2210,1
2211,0
2212,2
2214,1
2215,1
2216,2
2217,1
2218,0
2219,2
2220,1
2221,0
2222,1
2223,1
2224,1
2225,1
2226,1
2228,1
2229,1
2230,0
2231,1
2233,2
2235,2
2236,1
2237,0
2238,1
2239,1
2240,2
2243,2
2245,1
2249,2
2251,1
2253,1
2255,1
2257,0
2258,1
2259,2
2260,0
2264,1
2265,0
2266,2
2267,1
2268,1
2270,2
2271,1
2273,1
2275,1
2276,1
2279,1
2282,0
2283,1
2284,1
2285,0
2286,2
2288,1
2289,1
2290,1
2291,1
2293,0
2294,0
2295,1
2298,0
2302,0
2304,1
2306,1
2308,1
2310,1
2311,1
2313,1
2314,1
2318,2
2319,0
2320,2
2325,1
2326,1
2327,1
2329,0
2331,1
2334,1
2336,1
2337,1
2338,0
2339,2
2341,2
2342,0
2344,2
2345,0
2347,2
2352,2
2353,1
2354,2
2355,1
2361,1
2362,0
2365,0
2366,0
2367,1
2369,0
2372,1
2373,1
2374,1
2375,2
2376,0
2377,0
2378,0
2379,1
2380,0
2384,1
2385,1
2387,0
2388,2
2389,1
2390,0
2393,0
2394,1
2395,1
2396,0
2397,1
2398,1
2399,1
2400,1
2403,1
2406,1
2408,1
2409,1
2410,0
2411,0
2412,1
2413,1
2415,1
2416,1
2417,0
2418,1
2419,1
2420,2
2422,1
2423,0
2425,0
2426,1
2428,2
2429,2
2430,0
2431,1
2434,1
2435,1
2436,2
2438,1
2439,0
2440,0
2441,1
2442,0
2443,2
2444,0
2446,1
2447,1
2450,0
2451,1
2452,1
2453,1
2455,1
2457,1
2458,1
2459,1
2460,1
2461,0
2463,1
2464,1
2466,0
2469,1
2470,1
2471,2
2474,2
2476,1
2477,1
2478,1
2479,1
2482,1
2483,1
2484,1
2485,2
2486,2
2489,0
2490,0
2491,1
2493,2
2495,1
2498,1
2499,2
2500,1
2501,1
2502,1
2504,2
2508,1
2510,1
2512,1
2513,2
2515,1
2517,1
2518,0
2519,0
2521,0
2522,0
2523,1
2524,1
2525,2
2527,1
2528,1
2529,1
2530,1
2531,1
2534,1
2535,0
2536,1
2539,0
2540,2
2542,2
2543,2
2546,1
2547,0
2548,1
2550,0
2551,2
2552,0
2553,0
2555,1
2557,1
2558,2
2560,0
2561,1
2562,1
2563,1
2564,1
2567,1
2570,1
2572,2
2573,1
2575,2
2577,1
2578,1
2579,1
2581,2
2582,0
2584,1
2587,1
2589,0
2591,0
2592,1
2597,1
2598,0
2599,0
2600,1
2601,0
2602,2
2604,0
2607,1
2608,2
2609,1
2610,0
2611,0
2613,0
2614,1
2617,1
2618,1
2620,1
2624,1
2628,1
2629,2
2631,2
2632,2
2633,1
2635,1
2637,1
2641,1
2642,1
2643,1
2644,1
2645,0
2646,1
2648,1
2649,1
2651,1
2652,0
2653,0
2654,2
2657,1
2658,1
2659,1
2660,2
2666,1
2667,1
2670,1
2675,2
2676,2
2680,1
2681,2
2682,1
2683,1
2684,1
2685,2
2686,1
2687,0
2688,1
2689,1
2690,1
2692,0
2693,1
2694,0
2698,2
2700,2
2703,0
2706,2
2708,1
2711,2
2712,1
2713,1
2714,1
2716,1
2717,1
2719,1
2720,1
2721,2
2722,1
2724,1
2725,1
2727,2
2728,1
2729,1
2732,1
2734,2
2737,1
2739,2
2741,1
2743,1
2744,1
2746,1
2747,0
2748,1
2749,1
2752,1
2757,2
2758,1
2760,0
2763,1
2764,0
2765,2
2767,2
2768,1
2770,1
2772,1
2774,0
2776,1
2780,0
2782,1
2784,1
2785,2
2786,1
2787,1
2789,2
2790,1
2791,1
2792,2
2793,0
2795,1
2796,2
2797,2
2798,1
2800,1
2801,2
2802,1
2804,1
2806,1
2807,0
2808,2
2810,0
2811,1
2812,0
2814,1
2815,1
2816,2
2817,0
2818,1
2822,1
2823,1
2824,1
2825,0
2826,1
2827,1
2828,1
2829,2
2830,1
2832,1
2833,2
2837,1
2839,1
2841,1
2845,1
2846,1
2847,2
2848,1
2850,1
2851,1
2852,1
2855,1
2856,0
2857,2
2858,1
2859,1
2861,2
2862,1
2863,1
2865,0
2866,2
2868,0
2869,1
2870,0
2872,0
2873,2
2874,0
2877,2
2880,1
2881,0
2884,1
2887,0
2894,0
2898,1
2899,1
2901,0
2903,1
2908,1
2912,2
2914,1
2918,1
2920,2
2921,0
2922,2
2923,1
2926,1
2928,1
2929,1
2930,1
2935,1
2940,0
2941,1
2943,1
2944,2
2945,1
2947,0
2948,2
2950,1
2952,2
2953,0
2954,1
2955,1
2956,0
2957,1
2958,1
2959,1
2960,0
2964,1
2966,1
2967,1
2968,0
2969,1
2971,2
2972,1
2973,1
2975,2
2976,1
2978,0
2979,0
2983,1
2984,0
2985,1
2986,0
2987,2
2989,1
2990,1
2991,1
2992,2
2993,1
2994,2
2995,0
2996,2
2997,1
2998,1
3000,0
3002,2
3005,1
3006,1
3009,2
3010,0
3012,2
3014,0
3015,0
3016,2
3017,0
3018,1
3019,1
3021,1
3022,2
3023,2
3024,1
3025,1
3026,1
3027,1
3029,1
3030,1
3031,1
3035,1
3037,0
3038,0
3040,1
3044,1
3045,0
3046,2
3047,2
3049,0
3051,1
3054,0
3056,0
3058,2
3060,1
3061,1
3062,1
3063,1
3064,0
3065,1
3066,0
3068,1
3072,1
3073,0
3074,2
3076,1
3078,2
3079,1
3080,0
3082,2
3083,1
3084,1
3086,1
3088,1
3089,0
3090,1
3091,1
3092,0
3093,0
3094,1
3096,1
3097,0
3099,1
3102,0
3103,1
3105,1
3106,1
3107,0
3109,0
3110,2
3111,1
3112,1
3114,1
3116,2
3117,1
3120,1
3121,1
3123,1
3124,1
3125,1
3126,2
3128,0
3130,1
3132,2
3133,2
3139,0
3140,1
3141,2
3142,1
3143,2
3144,1
3147,1
3148,0
3150,1
3157,0
3158,1
3160,2
3162,2
3163,2
3164,0
3165,1
3166,0
3167,1
3169,2
3171,1
3173,0
3174,1
3175,2
3176,1
3179,1
3180,1
3181,1
3182,2
3184,0
3185,1
3187,1
3192,2
3195,1
3196,1
3199,1
3202,1
3203,1
3204,0
3205,1
3207,1
3208,1
3209,1
3213,1
3214,1
3216,2
3217,2
3220,0
3222,2
3223,1
3224,0
3225,1
3226,0
3227,1
3229,2
3231,1
3232,1
3234,2
3235,1
3236,1
3237,1
3239,1
3241,1
3243,1
3244,1
3247,0
3248,1
3251,1
3253,1
3254,2
3256,1
3258,2
3260,1
3261,1
3262,0
3265,1
3267,1
3269,1
3271,1
3273,1
3274,1
3276,0
3277,2
3278,2
3279,1
3280,1
3281,0
3284,0
3286,1
3287,0
3288,2
3289,0
3291,2
3293,0
3294,1
3295,1
3296,2
3299,1
3300,1
3301,2
3302,2
3303,1
3305,0
3308,1
3311,1
3314,1
3315,1
3317,1
3318,1
3319,0
3320,0
3322,1
3323,0
3324,2
3328,1
3329,1
3330,1
3331,1
3332,2
3335,1
3336,0
3337,1
3338,1
3340,1
3341,0
3343,1
3344,0
3345,0
3346,1
3347,1
3348,1
3349,0
3350,1
3351,0
3354,1
3356,1
3358,0
3359,1
3361,2
3364,1
3365,2
3366,1
3367,1
3369,0
3370,1
3371,2
3373,1
3375,0
3378,1
3380,0
3381,1
3382,1
3383,1
3384,1
3385,1
3387,1
3388,1
3390,1
3393,0
3396,1
3397,1
3398,2
3399,1
3402,0
3403,0
3404,1
3405,1
3406,0
3407,1
3408,1
3409,0
3410,0
3411,2
3415,1
3416,2
3418,2
3420,1
3421,2
3422,1
3425,2
3430,0
3431,1
3435,1
3436,0
3442,1
3443,1
3445,2
3446,2
3447,1
3448,1
3449,2
3450,0
3451,1
3452,0
3453,2
3454,1
3455,0
3456,0
3458,1
3462,2
3463,2
3465,1
3467,1
3468,1
3469,1
3470,1
3471,1
3472,2
3473,1
3474,2
3475,1
3477,1
3478,0
3479,1
3480,1
3481,2
3482,1
3483,2
3484,1
3485,2
3487,1
3489,1
3490,1
3492,2
3493,0
3494,1
3496,1
3498,2
3499,1
3500,2
3501,2
3502,1
3503,0
3504,2
3506,1
3509,2
3511,2
3512,2
3513,2
3517,2
3518,0
3522,2
3523,0
3525,1
3526,1
3528,1
3529,1
3530,0
3531,2
3533,2
3534,1
3538,1
3540,2
3542,1
3544,1
3545,1
3548,0
3549,1
3551,1
3553,1
3554,1
3556,1
3557,0
3558,1
3559,1
3560,0
3564,1
3565,1
3566,1
3571,1
3574,1
3575,1
3576,1
3577,1
3578,2
3579,0
3581,1
3582,1
3585,2
3586,0
3588,2
3589,1
3591,1
3593,2
3596,1
3601,1
3603,1
3604,1
3605,2
3606,2
3607,1
3608,0
3610,1
3611,1
3613,1
3615,1
3616,2
3620,2
3622,1
3624,2
3627,2
3628,1
3629,0
3630,1
3636,1
3638,0
3639,1
3640,0
3641,1
3642,1
3646,1
3648,1
3649,1
3651,0
3655,1
3656,1
3657,1
3658,1
3659,0
3662,1
3665,1
3667,1
3668,2
3669,1
3671,1
3673,1
3674,2
3675,0
3676,1
3678,1
3680,2
3681,1
3682,1
3684,1
3686,0
3688,1
3690,1
3695,0
3696,2
3699,1
3700,1
3704,0
3706,1
3707,1
3708,1
3711,2
3712,0
3714,1
3715,1
3716,1
3717,2
3720,1
3721,1
3724,1
3725,1
3726,1
3728,1
3729,0
3730,1
3731,1
3732,1
3734,1
3735,1
3737,1
3739,2
3740,1
3745,2
3746,1
3747,2
3749,1
3750,1
3752,1
3753,1
3756,1
3757,2
3758,1
3759,1
3761,1
3762,1
3763,1
3765,0
3767,1
3768,1
3769,1
3773,1
3774,1
3775,0
3776,1
3777,1
3778,1
3780,2
3783,1
3786,0
3788,1
3790,1
3791,1
3792,1
3794,2
3795,2
3796,0
3797,1
3799,1
3801,1
3802,1
3803,1
3804,1
3805,1
3806,1
3807,1
3809,2
3810,1
3811,1
3812,1
3813,1
3814,1
3815,2
3816,2
3818,1
3819,0
3820,1
3822,1
3824,1
3826,1
3827,1
3828,1
3829,0
3831,1
3832,1
3833,1
3834,2
3835,2
3836,1
3837,1
3840,2
3842,2
3845,1
3846,0
3847,1
3849,0
3851,1
3852,2
3853,2
3854,1
3855,1
3856,2
3857,1
3858,1
3859,0
3860,0
3861,1
3863,1
3864,0
3865,1
3867,2
3868,1
3869,1
3871,1
3872,0
3874,2
3875,1
3876,1
3877,1
3878,2
3879,0
3880,1
3881,1
3882,0
3883,0
3887,0
3888,1
3889,1
3890,2
3891,1
3892,1
3894,1
3895,1
3898,1
3899,1
3900,1
3901,2
3905,1
3911,1
3913,1
3914,0
3917,2
3919,1
3922,1
3923,0
3924,2
3929,2
3930,1
3931,1
3932,2
3933,1
3935,1
3937,2
3939,1
3940,2
3942,1
3944,2
3946,1
3947,1
3948,2
3949,1
3950,0
3951,1
3952,0
3953,1
3954,1
3957,1
3958,1
3959,1
3960,1
3961,1
3962,0
3963,1
3965,1
3967,2
3969,1
3970,1
3973,0
3976,1
3978,1
3979,1
3982,1
3983,1
3985,0
3990,1
3992,1
3993,1
3994,1
3995,2
3996,1
3998,1
3999,1
4000,1
4001,1
4002,1
4003,2
4004,1
4006,2
4008,1
4009,2
4011,2
4012,0
4013,1
4015,1
4017,2
4018,2
4019,1
4021,2
4022,0
4023,1
4024,0
4026,1
4027,0
4028,1
4030,2
4031,2
4032,1
4035,1
4036,1
4037,2
4038,1
4039,1
4040,2
4044,1
4046,1
4047,1
4049,0
4051,1
4054,0
4055,1
4056,2
4057,2
4058,1
4060,1
4061,1
4062,2
4063,1
4064,1
4066,1
4071,2
4072,0
4073,2
4074,0
4075,2
4076,2
4078,1
4080,1
4081,2
4082,1
4083,1
4084,1
4086,0
4087,1
4089,1
4090,1
4091,1
4094,0
4095,1
4097,2
4098,2
4099,1
4100,1
4102,1
4103,1
4104,1
4105,2
4107,2
4108,1
4109,0
4110,1
4116,1
4118,2
4119,1
4120,1
4124,1
4126,1
4127,1
4128,0
4129,1
4130,1
4131,1
4134,1
4135,1
4136,0
4138,1
4140,1
4141,2
4142,1
4144,0
4146,0
4147,1
4148,1
4149,0
4150,0
4151,1
4153,1
4155,1
4156,2
4157,1
4158,1
4159,2
4161,1
4162,2
4165,2
4166,1
4167,1
4168,1
4169,1
4170,1
4173,1
4174,1
4176,1
4177,1
4179,1
4180,2
4181,2
4185,1
4187,1
4188,0
4190,0
4192,1
4193,0
4195,1
4196,1
4198,1
4200,1
4201,1
4202,1
4203,1
4204,2
4205,1
4206,2
4207,2
4208,2
4209,2
4212,1
4214,2
4215,1
4216,1
4217,1
4218,0
4219,1
4220,1
4221,1
4222,2
4223,1
4225,1
4226,1
4227,1
4229,0
4230,1
4231,0
4232,1
4235,1
4236,1
4238,1
4240,1
4241,2
4245,0
4246,1
4248,0
4249,1
4250,1
4251,1
4253,1
4254,2
4256,1
4258,0
4260,1
4262,1
4263,1
4264,0
4265,2
4266,1
4267,2
4270,1
4271,1
4272,0
4273,0
4274,1
4275,0
4276,2
4277,1
4278,0
4279,0
4281,1
4286,0
4289,2
4292,1
4293,1
4294,1
4295,2
4296,1
4297,1
4299,1
4300,1
4301,1
4302,2
4303,2
4306,1
4308,1
4309,1
4311,0
4312,1
4314,1
4316,0
4317,0
4318,1
4319,1
4320,2
4322,1
4323,1
4325,2
4327,1
4330,0
4331,1
4332,1
4333,1
4335,1
4336,1
4337,0
4338,0
4339,1
4340,0
4341,1
4342,1
4343,1
4344,0
4346,1
4347,0
4349,0
4350,0
4352,1
4353,1
4355,1
4356,2
4357,2
4360,1
4361,1
4364,1
4365,1
4366,1
4367,0
4368,2
4369,1
4370,1
4371,2
4372,1
4373,1
4374,2
4375,1
4376,1
4377,2
4379,1
4380,1
4381,1
4382,1
4385,2
4386,1
4388,1
4391,1
4392,1
4393,0
4395,1
4396,1
4397,1
4398,1
4399,1
4401,0
4402,2
4403,1
4404,2
4406,0
4408,2
4409,0
4411,2
4412,1
4413,1
4414,0
4415,2
4416,1
4418,1
4419,1
4420,1
4423,1
4424,1
4425,2
4426,1
4427,1
4428,1
4430,0
4431,1
4434,1
4436,2
4437,1
4438,1
4439,1
4440,0
4441,1
4443,0
4444,1
4445,2
4446,1
4447,1
4450,2
4451,1
4452,2
4453,1
4456,1
4458,2
4459,1
4460,0
4461,0
4462,2
4464,1
4465,0
4467,1
4468,1
4469,1
4470,2
4473,0
4475,0
4476,1
4477,2
4479,1
4481,1
4483,0
4484,2
4485,2
4489,1
4490,1
4491,0
4492,1
4494,1
4496,1
4499,1
4503,0
4504,1
4505,0
4506,1
4511,0
4514,1
4515,1
4516,1
4517,1
4518,2
4519,1
4520,0
4522,0
4526,0
4527,2
4528,0
4529,1
4530,1
4531,0
4532,0
4533,0
4534,1
4535,2
4536,1
4537,1
4538,0
4542,0
4543,0
4544,1
4545,1
4546,2
4547,2
4549,2
4550,2
4551,1
4552,2
4558,1
4561,1
4563,2
4566,1
4567,1
4568,1
4569,1
4572,0
4573,2
4575,1
4576,2
4579,1
4580,0
4581,0
4582,2
4583,2
4586,1
4588,2
4589,0
4590,1
4591,1
4593,1
4594,2
4595,1
4599,1
4600,1
4603,0
4604,2
4605,2
4606,1
4608,1
4609,1
4611,1
4613,1
4618,1
